vuosi;okmohjauksenala;korkeakoulu;tutkinnot;opiskelijat;uudet;lasna;fte
2007;Terveys- ja hyvinvointialat;Diakonia-ammattikorkeakoulu;549;2763;825;2482;2275.0
2007;Terveys- ja hyvinvointialat;Helsingin yliopisto;221;985;151;924;767.5
2007;Terveys- ja hyvinvointialat;Humanistinen ammattikorkeak.;160;733;188;648;579.5
2007;Terveys- ja hyvinvointialat;Hämeen ammattikorkeakoulu;166;926;288;841;768.5
2007;Terveys- ja hyvinvointialat;Itä-Suomen yliopisto;415;1925;311;1860;1476.0
2007;Terveys- ja hyvinvointialat;Jyväskylän ammattikorkeakoulu;270;1197;354;1077;996.0
2007;Terveys- ja hyvinvointialat;Jyväskylän yliopisto;86;475;63;453;336.5
2007;Terveys- ja hyvinvointialat;Kajaanin ammattikorkeakoulu;74;472;148;416;384.5
2007;Terveys- ja hyvinvointialat;Karelia-ammattikorkeakoulu;168;906;308;827;774.0
2007;Terveys- ja hyvinvointialat;Kymenlaakson ammattikorkeak.;183;920;301;838;782.5
2007;Terveys- ja hyvinvointialat;Lahden ammattikorkeakoulu;155;771;236;709;627.5
2007;Terveys- ja hyvinvointialat;Lapin ammattikorkeakoulu;327;1628;584;1513;1391.5
2007;Terveys- ja hyvinvointialat;Laurea-ammattikorkeakoulu;509;2900;840;2660;2375.0
2007;Terveys- ja hyvinvointialat;Metropolia Ammattikorkeakoulu;678;3382;1042;2976;2776.5
2007;Terveys- ja hyvinvointialat;Mikkelin ammattikorkeakoulu;253;1162;388;1034;948.5
2007;Terveys- ja hyvinvointialat;Oulun ammattikorkeakoulu;282;1620;517;1470;1339.5
2007;Terveys- ja hyvinvointialat;Oulun yliopisto;76;363;53;337;249.5
2007;Terveys- ja hyvinvointialat;Saimaan ammattikorkeakoulu;180;736;236;698;655.5
2007;Terveys- ja hyvinvointialat;Satakunnan ammattikorkeakoulu;257;1504;407;1406;1266.5
2007;Terveys- ja hyvinvointialat;Savonia-ammattikorkeakoulu;246;1273;412;1146;1072.0
2007;Terveys- ja hyvinvointialat;Seinäjoen ammattikorkeakoulu;191;878;315;813;773.0
2007;Terveys- ja hyvinvointialat;Tampereen ammattikorkeakoulu;376;2032;631;1821;1702.5
2007;Terveys- ja hyvinvointialat;Tampereen yliopisto;102;567;78;556;396.5
2007;Terveys- ja hyvinvointialat;Turun ammattikorkeakoulu;495;2220;611;2048;1862.5
2007;Terveys- ja hyvinvointialat;Turun yliopisto;71;286;44;270;208.5
2007;Terveys- ja hyvinvointialat;Vaasan ammattikorkeakoulu;93;574;194;519;480.0
2007;Terveys- ja hyvinvointialat;Yrkeshögskolan Arcada;129;813;229;729;676.0
2007;Terveys- ja hyvinvointialat;Yrkeshögskolan Novia;182;1038;253;926;853.5
2007;Terveys- ja hyvinvointialat;Åbo Akademi;71;275;41;239;184.0
2007;Palvelualat;Centria-ammattikorkeakoulu;24;226;77;210;188.0
2007;Palvelualat;Haaga-Helia ammattikorkeakoulu;287;2259;550;2066;1798.0
2007;Palvelualat;Hämeen ammattikorkeakoulu;15;137;39;131;120.5
2007;Palvelualat;Jyväskylän ammattikorkeakoulu;128;810;195;719;622.5
2007;Palvelualat;Jyväskylän yliopisto;150;812;154;778;645.0
2007;Palvelualat;Kajaanin ammattikorkeakoulu;73;441;147;399;373.0
2007;Palvelualat;Karelia-ammattikorkeakoulu;42;285;78;261;243.0
2007;Palvelualat;Kymenlaakson ammattikorkeak.;16;194;71;164;134.0
2007;Palvelualat;Lahden ammattikorkeakoulu;128;704;180;627;544.0
2007;Palvelualat;Lapin ammattikorkeakoulu;82;815;236;727;638.0
2007;Palvelualat;Lapin yliopisto;13;207;30;194;159.5
2007;Palvelualat;Laurea-ammattikorkeakoulu;202;984;252;882;766.0
2007;Palvelualat;Metropolia Ammattikorkeakoulu;48;263;72;236;214.0
2007;Palvelualat;Mikkelin ammattikorkeakoulu;97;456;132;398;354.0
2007;Palvelualat;Saimaan ammattikorkeakoulu;53;273;82;248;226.5
2007;Palvelualat;Satakunnan ammattikorkeakoulu;37;404;101;329;286.5
2007;Palvelualat;Savonia-ammattikorkeakoulu;131;673;188;579;531.0
2007;Palvelualat;Seinäjoen ammattikorkeakoulu;36;257;85;229;205.0
2007;Palvelualat;Tampereen ammattikorkeakoulu;94;601;182;549;495.0
2007;Palvelualat;Turun ammattikorkeakoulu;116;495;156;454;390.5
2007;Palvelualat;Vaasan ammattikorkeakoulu;33;310;80;261;232.0
2007;Palvelualat;Yrkeshögskolan Arcada;26;151;36;141;130.5
2007;Palvelualat;Yrkeshögskolan Novia;71;529;116;428;350.0
2008;Kasvatusalat;Centria-ammattikorkeakoulu;10;95;20;88;79.0
2008;Kasvatusalat;Helsingin yliopisto;895;2990;349;2770;2140.5
2008;Kasvatusalat;Itä-Suomen yliopisto;894;1579;303;1456;1264.5
2008;Kasvatusalat;Jyväskylän ammattikorkeakoulu;29;152;39;134;116.5
2008;Kasvatusalat;Jyväskylän yliopisto;636;1622;279;1566;1331.5
2008;Kasvatusalat;Karelia-ammattikorkeakoulu;11;97;26;83;68.5
2008;Kasvatusalat;Lahden ammattikorkeakoulu;21;120;33;101;90.0
2008;Kasvatusalat;Lapin yliopisto;233;803;153;754;633.0
2008;Kasvatusalat;Metropolia Ammattikorkeakoulu;92;476;128;402;351.5
2008;Kasvatusalat;Oulun ammattikorkeakoulu;23;227;62;204;181.5
2008;Kasvatusalat;Oulun yliopisto;571;1603;260;1470;1235.0
2008;Kasvatusalat;Savonia-ammattikorkeakoulu;38;201;62;177;153.0
2008;Kasvatusalat;Tampereen ammattikorkeakoulu;19;120;27;99;90.5
2008;Kasvatusalat;Tampereen yliopisto;358;1348;178;1257;963.5
2008;Kasvatusalat;Turun ammattikorkeakoulu;30;140;19;123;111.5
2008;Kasvatusalat;Turun yliopisto;560;1825;281;1732;1441.5
2008;Kasvatusalat;Yrkeshögskolan Novia;8;52;10;47;42.0
2008;Kasvatusalat;Åbo Akademi;308;957;164;826;671.5
2008;Taiteet ja kulttuurialat;Aalto-yliopisto;349;1931;272;1800;1362.5
2008;Taiteet ja kulttuurialat;Centria-ammattikorkeakoulu;11;115;26;103;94.5
2008;Taiteet ja kulttuurialat;Diakonia-ammattikorkeakoulu;31;131;34;116;106.0
2008;Taiteet ja kulttuurialat;Haaga-Helia ammattikorkeakoulu;28;273;69;236;207.5
2008;Taiteet ja kulttuurialat;Helsingin yliopisto;195;663;38;554;367.0
2008;Taiteet ja kulttuurialat;Humanistinen ammattikorkeak.;51;403;105;364;315.0
2008;Taiteet ja kulttuurialat;Hämeen ammattikorkeakoulu;96;521;132;466;427.0
2008;Taiteet ja kulttuurialat;Itä-Suomen yliopisto;4;;;;
2008;Taiteet ja kulttuurialat;Jyväskylän ammattikorkeakoulu;50;361;73;320;280.5
2008;Taiteet ja kulttuurialat;Jyväskylän yliopisto;152;625;64;580;417.5
2008;Taiteet ja kulttuurialat;Karelia-ammattikorkeakoulu;76;481;102;427;380.5
2008;Taiteet ja kulttuurialat;Kymenlaakson ammattikorkeak.;100;589;153;539;503.0
2008;Taiteet ja kulttuurialat;Lahden ammattikorkeakoulu;153;927;205;883;778.0
2008;Taiteet ja kulttuurialat;Lapin ammattikorkeakoulu;45;289;83;252;234.5
2008;Taiteet ja kulttuurialat;Lapin yliopisto;280;898;133;832;667.0
2008;Taiteet ja kulttuurialat;Laurea-ammattikorkeakoulu;37;;;;
2008;Taiteet ja kulttuurialat;Metropolia Ammattikorkeakoulu;281;1562;417;1443;1299.5
2008;Taiteet ja kulttuurialat;Mikkelin ammattikorkeakoulu;39;335;103;293;264.5
2008;Taiteet ja kulttuurialat;Oulun ammattikorkeakoulu;41;305;68;282;251.0
2008;Taiteet ja kulttuurialat;Saimaan ammattikorkeakoulu;32;172;52;163;146.0
2008;Taiteet ja kulttuurialat;Satakunnan ammattikorkeakoulu;33;246;47;229;214.5
2008;Taiteet ja kulttuurialat;Savonia-ammattikorkeakoulu;151;632;173;562;533.0
2008;Taiteet ja kulttuurialat;Seinäjoen ammattikorkeakoulu;58;368;97;339;310.0
2008;Taiteet ja kulttuurialat;Taideyliopisto;859;1893;282;1769;1440.0
2008;Taiteet ja kulttuurialat;Tampereen ammattikorkeakoulu;158;861;191;788;705.0
2008;Taiteet ja kulttuurialat;Tampereen yliopisto;52;286;34;254;179.5
2008;Taiteet ja kulttuurialat;Turun ammattikorkeakoulu;141;757;164;696;626.5
2008;Taiteet ja kulttuurialat;Turun yliopisto;52;243;28;222;157.0
2008;Taiteet ja kulttuurialat;Yrkeshögskolan Arcada;19;187;33;166;145.0
2008;Taiteet ja kulttuurialat;Yrkeshögskolan Novia;48;377;77;338;315.0
2008;Taiteet ja kulttuurialat;Åbo Akademi;33;152;13;128;90.5
2008;Humanistiset alat;Diakonia-ammattikorkeakoulu;17;117;44;105;101.0
2008;Humanistiset alat;Helsingin yliopisto;2335;9369;891;8295;6154.0
2008;Humanistiset alat;Humanistinen ammattikorkeak.;38;188;57;167;157.0
2008;Humanistiset alat;Itä-Suomen yliopisto;662;2259;299;2005;1611.0
2008;Humanistiset alat;Jyväskylän yliopisto;752;2699;324;2501;2009.5
2008;Humanistiset alat;Oulun yliopisto;578;2093;216;1923;1460.5
2008;Humanistiset alat;Tampereen yliopisto;724;3192;323;2831;2178.5
2008;Humanistiset alat;Turun yliopisto;1009;4336;420;3949;2947.5
2008;Humanistiset alat;Vaasan yliopisto;173;731;116;633;498.5
2008;Humanistiset alat;Åbo Akademi;331;1320;142;1142;866.5
2008;Yhteiskunnalliset alat;Aalto-yliopisto;142;301;5;293;233.0
2008;Yhteiskunnalliset alat;Helsingin yliopisto;1400;5255;482;4785;3497.0
2008;Yhteiskunnalliset alat;Itä-Suomen yliopisto;660;2261;351;2089;1635.0
2008;Yhteiskunnalliset alat;Jyväskylän yliopisto;627;2147;301;2050;1625.0
2008;Yhteiskunnalliset alat;Lapin yliopisto;280;1366;173;1275;950.5
2008;Yhteiskunnalliset alat;Lappeenrannan tekn. yliopisto;1;1;0;;0.0
2008;Yhteiskunnalliset alat;Oulun ammattikorkeakoulu;9;108;31;96;89.0
2008;Yhteiskunnalliset alat;Oulun yliopisto;47;380;33;348;264.0
2008;Yhteiskunnalliset alat;Seinäjoen ammattikorkeakoulu;16;85;25;77;74.5
2008;Yhteiskunnalliset alat;Svenska handelshögskolan;15;91;12;84;61.5
2008;Yhteiskunnalliset alat;Tampereen yliopisto;1222;4575;488;4149;3034.5
2008;Yhteiskunnalliset alat;Turun ammattikorkeakoulu;18;94;27;86;80.0
2008;Yhteiskunnalliset alat;Turun yliopisto;486;2077;183;1932;1420.0
2008;Yhteiskunnalliset alat;Vaasan yliopisto;284;995;118;892;678.5
2008;Yhteiskunnalliset alat;Åbo Akademi;343;1095;122;945;747.0
2008;Kauppa, hallinto ja oikeustieteet;Aalto-yliopisto;1475;2864;538;2632;2184.5
2008;Kauppa, hallinto ja oikeustieteet;Centria-ammattikorkeakoulu;100;715;210;608;503.5
2008;Kauppa, hallinto ja oikeustieteet;Haaga-Helia ammattikorkeakoulu;845;5368;1417;4762;4131.5
2008;Kauppa, hallinto ja oikeustieteet;Helsingin yliopisto;515;2317;229;2135;1636.5
2008;Kauppa, hallinto ja oikeustieteet;Hämeen ammattikorkeakoulu;98;900;251;832;723.0
2008;Kauppa, hallinto ja oikeustieteet;Itä-Suomen yliopisto;;678;106;625;501.0
2008;Kauppa, hallinto ja oikeustieteet;Jyväskylän ammattikorkeakoulu;201;1172;317;1045;909.5
2008;Kauppa, hallinto ja oikeustieteet;Jyväskylän yliopisto;260;965;120;922;726.0
2008;Kauppa, hallinto ja oikeustieteet;Kajaanin ammattikorkeakoulu;93;421;105;380;348.0
2008;Kauppa, hallinto ja oikeustieteet;Karelia-ammattikorkeakoulu;75;536;196;483;439.5
2008;Kauppa, hallinto ja oikeustieteet;Kymenlaakson ammattikorkeak.;154;985;275;863;752.5
2008;Kauppa, hallinto ja oikeustieteet;Lahden ammattikorkeakoulu;190;933;279;863;764.5
2008;Kauppa, hallinto ja oikeustieteet;Lapin ammattikorkeakoulu;137;906;253;846;746.0
2008;Kauppa, hallinto ja oikeustieteet;Lapin yliopisto;202;1140;153;1088;893.0
2008;Kauppa, hallinto ja oikeustieteet;Lappeenrannan tekn. yliopisto;533;1281;202;1150;903.5
2008;Kauppa, hallinto ja oikeustieteet;Laurea-ammattikorkeakoulu;403;2601;725;2398;2082.0
2008;Kauppa, hallinto ja oikeustieteet;Metropolia Ammattikorkeakoulu;186;1234;381;1120;963.0
2008;Kauppa, hallinto ja oikeustieteet;Mikkelin ammattikorkeakoulu;141;768;235;672;602.0
2008;Kauppa, hallinto ja oikeustieteet;Oulun ammattikorkeakoulu;221;1241;389;1100;969.5
2008;Kauppa, hallinto ja oikeustieteet;Oulun yliopisto;247;1010;204;935;756.0
2008;Kauppa, hallinto ja oikeustieteet;Saimaan ammattikorkeakoulu;102;575;159;522;465.5
2008;Kauppa, hallinto ja oikeustieteet;Satakunnan ammattikorkeakoulu;243;1611;460;1458;1284.5
2008;Kauppa, hallinto ja oikeustieteet;Savonia-ammattikorkeakoulu;206;1037;260;921;840.5
2008;Kauppa, hallinto ja oikeustieteet;Seinäjoen ammattikorkeakoulu;173;1109;331;1016;868.5
2008;Kauppa, hallinto ja oikeustieteet;Svenska handelshögskolan;613;2016;320;1731;1370.5
2008;Kauppa, hallinto ja oikeustieteet;Tampereen ammattikorkeakoulu;321;1525;441;1423;1283.5
2008;Kauppa, hallinto ja oikeustieteet;Tampereen yliopisto;330;960;98;867;668.0
2008;Kauppa, hallinto ja oikeustieteet;Turun ammattikorkeakoulu;284;1477;453;1355;1196.0
2008;Kauppa, hallinto ja oikeustieteet;Turun yliopisto;751;3108;495;2785;2290.0
2008;Kauppa, hallinto ja oikeustieteet;Vaasan ammattikorkeakoulu;144;950;268;838;744.5
2008;Kauppa, hallinto ja oikeustieteet;Vaasan yliopisto;597;2029;338;1790;1401.0
2008;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Arcada;69;511;122;452;386.0
2008;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Novia;12;241;64;208;189.5
2008;Kauppa, hallinto ja oikeustieteet;Åbo Akademi;229;788;81;666;496.0
2008;Luonnontieteet;Helsingin yliopisto;1797;6442;837;5721;4231.0
2008;Luonnontieteet;Hämeen ammattikorkeakoulu;;35;32;28;27.0
2008;Luonnontieteet;Itä-Suomen yliopisto;580;2004;326;1768;1384.5
2008;Luonnontieteet;Jyväskylän yliopisto;470;2215;366;1982;1560.5
2008;Luonnontieteet;Laurea-ammattikorkeakoulu;19;61;;59;54.0
2008;Luonnontieteet;Oulun yliopisto;620;2519;379;2210;1704.0
2008;Luonnontieteet;Svenska handelshögskolan;2;6;0;5;3.5
2008;Luonnontieteet;Tampereen yliopisto;163;1184;153;1030;768.0
2008;Luonnontieteet;Turun ammattikorkeakoulu;25;129;37;116;109.0
2008;Luonnontieteet;Turun yliopisto;488;2499;337;2261;1721.0
2008;Luonnontieteet;Vaasan yliopisto;;2;0;2;1.0
2008;Luonnontieteet;Yrkeshögskolan Novia;4;62;30;56;53.0
2008;Luonnontieteet;Åbo Akademi;182;660;71;564;410.0
2008;Tietojenkäsittely ja tietoliikenne;Aalto-yliopisto;404;3563;266;3216;2194.5
2008;Tietojenkäsittely ja tietoliikenne;Centria-ammattikorkeakoulu;42;304;83;263;219.5
2008;Tietojenkäsittely ja tietoliikenne;Haaga-Helia ammattikorkeakoulu;199;1673;457;1406;1172.0
2008;Tietojenkäsittely ja tietoliikenne;Helsingin yliopisto;466;1979;157;1685;1087.0
2008;Tietojenkäsittely ja tietoliikenne;Hämeen ammattikorkeakoulu;61;545;113;476;410.5
2008;Tietojenkäsittely ja tietoliikenne;Itä-Suomen yliopisto;285;799;140;731;528.0
2008;Tietojenkäsittely ja tietoliikenne;Jyväskylän ammattikorkeakoulu;141;915;220;795;669.0
2008;Tietojenkäsittely ja tietoliikenne;Jyväskylän yliopisto;356;1381;210;1295;932.5
2008;Tietojenkäsittely ja tietoliikenne;Kajaanin ammattikorkeakoulu;53;325;100;274;238.5
2008;Tietojenkäsittely ja tietoliikenne;Karelia-ammattikorkeakoulu;61;330;77;301;263.0
2008;Tietojenkäsittely ja tietoliikenne;Kymenlaakson ammattikorkeak.;29;184;30;157;128.5
2008;Tietojenkäsittely ja tietoliikenne;Lahden ammattikorkeakoulu;70;477;127;414;352.0
2008;Tietojenkäsittely ja tietoliikenne;Lapin ammattikorkeakoulu;108;869;282;806;718.0
2008;Tietojenkäsittely ja tietoliikenne;Lappeenrannan tekn. yliopisto;65;721;77;647;448.5
2008;Tietojenkäsittely ja tietoliikenne;Laurea-ammattikorkeakoulu;66;641;192;587;513.0
2008;Tietojenkäsittely ja tietoliikenne;Metropolia Ammattikorkeakoulu;181;1685;404;1512;1252.0
2008;Tietojenkäsittely ja tietoliikenne;Mikkelin ammattikorkeakoulu;73;399;111;346;287.0
2008;Tietojenkäsittely ja tietoliikenne;Oulun ammattikorkeakoulu;216;1459;386;1276;1084.0
2008;Tietojenkäsittely ja tietoliikenne;Oulun yliopisto;604;2402;195;2132;1428.5
2008;Tietojenkäsittely ja tietoliikenne;Saimaan ammattikorkeakoulu;38;245;50;217;188.0
2008;Tietojenkäsittely ja tietoliikenne;Satakunnan ammattikorkeakoulu;86;430;74;391;334.5
2008;Tietojenkäsittely ja tietoliikenne;Savonia-ammattikorkeakoulu;69;518;134;467;418.0
2008;Tietojenkäsittely ja tietoliikenne;Seinäjoen ammattikorkeakoulu;97;482;86;431;367.0
2008;Tietojenkäsittely ja tietoliikenne;Svenska handelshögskolan;15;14;0;11;7.0
2008;Tietojenkäsittely ja tietoliikenne;Tampereen ammattikorkeakoulu;147;1105;280;977;819.0
2008;Tietojenkäsittely ja tietoliikenne;Tampereen tekn. yliopisto;210;2790;250;2425;1657.0
2008;Tietojenkäsittely ja tietoliikenne;Tampereen yliopisto;207;1058;109;961;644.5
2008;Tietojenkäsittely ja tietoliikenne;Turun ammattikorkeakoulu;213;1261;315;1114;962.0
2008;Tietojenkäsittely ja tietoliikenne;Turun yliopisto;193;1425;153;1262;835.0
2008;Tietojenkäsittely ja tietoliikenne;Vaasan ammattikorkeakoulu;76;734;165;602;510.0
2008;Tietojenkäsittely ja tietoliikenne;Vaasan yliopisto;62;401;44;337;235.0
2008;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Arcada;9;57;;49;37.5
2008;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Novia;22;185;56;149;126.0
2008;Tietojenkäsittely ja tietoliikenne;Åbo Akademi;88;432;39;364;250.5
2008;Tekniikan alat;Aalto-yliopisto;1008;10737;1053;9421;6736.5
2008;Tekniikan alat;Centria-ammattikorkeakoulu;166;1162;257;1000;853.0
2008;Tekniikan alat;Hämeen ammattikorkeakoulu;331;2119;583;1944;1701.5
2008;Tekniikan alat;Jyväskylän ammattikorkeakoulu;266;1668;443;1435;1244.5
2008;Tekniikan alat;Kajaanin ammattikorkeakoulu;44;329;96;277;246.0
2008;Tekniikan alat;Karelia-ammattikorkeakoulu;111;801;233;696;595.0
2008;Tekniikan alat;Kymenlaakson ammattikorkeak.;170;1096;227;966;817.5
2008;Tekniikan alat;Lahden ammattikorkeakoulu;129;891;217;790;704.0
2008;Tekniikan alat;Lapin ammattikorkeakoulu;161;1195;356;1086;938.0
2008;Tekniikan alat;Lappeenrannan tekn. yliopisto;447;3576;606;2996;2308.5
2008;Tekniikan alat;Metropolia Ammattikorkeakoulu;665;5007;1405;4383;3851.0
2008;Tekniikan alat;Mikkelin ammattikorkeakoulu;119;983;209;877;760.5
2008;Tekniikan alat;Oulun ammattikorkeakoulu;277;2032;559;1808;1617.0
2008;Tekniikan alat;Oulun yliopisto;381;3254;325;2837;2069.0
2008;Tekniikan alat;Saimaan ammattikorkeakoulu;126;836;193;776;691.5
2008;Tekniikan alat;Satakunnan ammattikorkeakoulu;221;1420;319;1218;1052.5
2008;Tekniikan alat;Savonia-ammattikorkeakoulu;268;1721;486;1472;1299.0
2008;Tekniikan alat;Seinäjoen ammattikorkeakoulu;85;855;213;739;641.0
2008;Tekniikan alat;Tampereen ammattikorkeakoulu;387;2993;807;2570;2262.5
2008;Tekniikan alat;Tampereen tekn. yliopisto;735;8591;892;7320;5415.0
2008;Tekniikan alat;Turun ammattikorkeakoulu;387;2340;638;2018;1764.0
2008;Tekniikan alat;Turun yliopisto;;25;13;19;18.5
2008;Tekniikan alat;Vaasan ammattikorkeakoulu;126;872;192;745;645.0
2008;Tekniikan alat;Vaasan yliopisto;11;236;38;196;130.0
2008;Tekniikan alat;Yrkeshögskolan Arcada;44;386;99;346;291.5
2008;Tekniikan alat;Yrkeshögskolan Novia;125;920;244;764;653.0
2008;Tekniikan alat;Åbo Akademi;59;472;53;388;281.0
2008;Maa- ja metsätalousalat;Helsingin yliopisto;830;2985;359;2741;2106.0
2008;Maa- ja metsätalousalat;Hämeen ammattikorkeakoulu;107;986;252;900;771.5
2008;Maa- ja metsätalousalat;Itä-Suomen yliopisto;190;386;65;329;260.0
2008;Maa- ja metsätalousalat;Jyväskylän ammattikorkeakoulu;22;186;48;154;139.0
2008;Maa- ja metsätalousalat;Karelia-ammattikorkeakoulu;51;356;80;313;276.0
2008;Maa- ja metsätalousalat;Kymenlaakson ammattikorkeak.;45;219;36;199;172.0
2008;Maa- ja metsätalousalat;Lapin ammattikorkeakoulu;47;284;88;256;220.0
2008;Maa- ja metsätalousalat;Laurea-ammattikorkeakoulu;17;87;;87;73.0
2008;Maa- ja metsätalousalat;Mikkelin ammattikorkeakoulu;40;245;73;223;173.5
2008;Maa- ja metsätalousalat;Oulun ammattikorkeakoulu;57;340;91;294;249.0
2008;Maa- ja metsätalousalat;Savonia-ammattikorkeakoulu;34;238;65;197;178.0
2008;Maa- ja metsätalousalat;Seinäjoen ammattikorkeakoulu;90;614;172;540;440.5
2008;Maa- ja metsätalousalat;Tampereen ammattikorkeakoulu;22;140;45;118;107.0
2008;Maa- ja metsätalousalat;Turun ammattikorkeakoulu;18;107;41;81;71.0
2008;Maa- ja metsätalousalat;Yrkeshögskolan Novia;31;242;53;206;177.0
2008;Lääketieteet;Helsingin yliopisto;442;2332;91;2291;1573.5
2008;Lääketieteet;Itä-Suomen yliopisto;193;1348;97;1323;1062.0
2008;Lääketieteet;Jyväskylän ammattikorkeakoulu;3;11;;11;9.5
2008;Lääketieteet;Metropolia Ammattikorkeakoulu;55;251;87;216;205.5
2008;Lääketieteet;Oulun ammattikorkeakoulu;11;86;23;77;71.5
2008;Lääketieteet;Oulun yliopisto;246;1652;113;1594;1239.0
2008;Lääketieteet;Savonia-ammattikorkeakoulu;16;115;43;101;95.5
2008;Lääketieteet;Tampereen yliopisto;248;1532;100;1486;1062.5
2008;Lääketieteet;Turun ammattikorkeakoulu;25;105;28;93;88.0
2008;Lääketieteet;Turun yliopisto;261;1938;107;1893;1384.0
2008;Lääketieteet;Yrkeshögskolan Arcada;1;1;;1;0.5
2008;Terveys- ja hyvinvointialat;Centria-ammattikorkeakoulu;141;727;188;654;587.0
2008;Terveys- ja hyvinvointialat;Diakonia-ammattikorkeakoulu;616;2873;906;2571;2372.5
2008;Terveys- ja hyvinvointialat;Helsingin yliopisto;268;884;163;831;692.5
2008;Terveys- ja hyvinvointialat;Humanistinen ammattikorkeak.;151;741;215;658;570.5
2008;Terveys- ja hyvinvointialat;Hämeen ammattikorkeakoulu;206;1011;363;944;845.0
2008;Terveys- ja hyvinvointialat;Itä-Suomen yliopisto;557;1723;298;1652;1334.0
2008;Terveys- ja hyvinvointialat;Jyväskylän ammattikorkeakoulu;262;1311;423;1168;1065.5
2008;Terveys- ja hyvinvointialat;Jyväskylän yliopisto;87;453;79;434;315.0
2008;Terveys- ja hyvinvointialat;Kajaanin ammattikorkeakoulu;80;481;142;434;397.0
2008;Terveys- ja hyvinvointialat;Karelia-ammattikorkeakoulu;174;976;314;891;798.5
2008;Terveys- ja hyvinvointialat;Kymenlaakson ammattikorkeak.;191;1014;333;902;836.5
2008;Terveys- ja hyvinvointialat;Lahden ammattikorkeakoulu;150;900;334;830;750.5
2008;Terveys- ja hyvinvointialat;Lapin ammattikorkeakoulu;307;1603;438;1488;1349.5
2008;Terveys- ja hyvinvointialat;Laurea-ammattikorkeakoulu;508;2968;883;2705;2440.5
2008;Terveys- ja hyvinvointialat;Metropolia Ammattikorkeakoulu;712;3383;1091;3033;2826.5
2008;Terveys- ja hyvinvointialat;Mikkelin ammattikorkeakoulu;263;1291;493;1150;1044.0
2008;Terveys- ja hyvinvointialat;Oulun ammattikorkeakoulu;324;1727;559;1546;1402.0
2008;Terveys- ja hyvinvointialat;Oulun yliopisto;125;341;60;312;242.0
2008;Terveys- ja hyvinvointialat;Saimaan ammattikorkeakoulu;169;745;257;699;658.0
2008;Terveys- ja hyvinvointialat;Satakunnan ammattikorkeakoulu;303;1492;411;1384;1249.0
2008;Terveys- ja hyvinvointialat;Savonia-ammattikorkeakoulu;277;1387;462;1253;1166.0
2008;Terveys- ja hyvinvointialat;Seinäjoen ammattikorkeakoulu;199;955;342;870;819.5
2008;Terveys- ja hyvinvointialat;Tampereen ammattikorkeakoulu;461;2133;667;1909;1769.5
2008;Terveys- ja hyvinvointialat;Tampereen yliopisto;165;491;47;465;330.0
2008;Terveys- ja hyvinvointialat;Turun ammattikorkeakoulu;558;2328;759;2132;1951.5
2008;Terveys- ja hyvinvointialat;Turun yliopisto;104;265;43;243;188.5
2008;Terveys- ja hyvinvointialat;Vaasan ammattikorkeakoulu;89;643;206;568;518.0
2008;Terveys- ja hyvinvointialat;Yrkeshögskolan Arcada;139;848;228;739;670.0
2008;Terveys- ja hyvinvointialat;Yrkeshögskolan Novia;173;1016;313;921;840.0
2008;Terveys- ja hyvinvointialat;Åbo Akademi;52;243;33;211;157.5
2008;Palvelualat;Centria-ammattikorkeakoulu;38;245;84;219;201.0
2008;Palvelualat;Haaga-Helia ammattikorkeakoulu;402;2341;625;2112;1839.0
